idx,First_Middle_Name,Last_Name,company,Title,notes,tax1,city,Country,Continent,website,"lat, lng",lat,lng,tax2,tax3
358,Debra,Ruh,Debra Ruh,CEO and Founder,Ruh Global IMPACT,For-Profit,"Rockville, VA",USA,North America,https://www.linkedin.com/in/debraruh/,"37.7259444, -77.67881729999999",37.725944,-77.678817,Unknown,Unknown
359,Suzanne,DiBianca,Suzanne DiBianca,EVP Corporate Relations and Chief Impact Officer,Salesforce,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/suzannedibianca/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
360,Erin,Cooke,Erin Cooke,Sustainability Director,San Francisco International Airport,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/erinmcooke/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
361,Marie,Campbell,Marie Campbell,President; Former President,"Sapphos Environmental, Inc.; National Association of Environmental Professionals",Non-Profit,"Pasadena, CA",USA,North America,https://www.linkedin.com/in/marie-campbell-273879b/ ,"34.1477849, -118.1445155",34.147785,-118.144516,Unknown,Unknown
362,Alhassan,Baba Muniri,Alhassan Baba Muniri,Co-Founder,Recycle Up! Ghana,Non-Profit,Berlin,Germany,Europe,https://www.linkedin.com/in/alhassan-baba-muniru-46b55828/,"52.52000659999999, 13.404954",52.520007,13.404954,Unknown,Unknown
363,Mike,Fraser,Mike Fraser,VP of Global Sustainability Services,Schneider Electric,For-Profit,"Louisville, KY",USA,North America,https://www.linkedin.com/in/mnfraser/,"38.2526647, -85.7584557",38.252665,-85.758456,Unknown,Unknown
364,Tony,Reames,Tony Reames,Assistant Professor of Energy Justice,School for Environment and Sustainability at the University of Michigan,Non-Profit,"Ann Arbor, MI",USA,North America,,"42.2808256, -83.7430378",42.280826,-83.743038,Unknown,Unknown
365,Michael,Rucker,Michael Rucker,CEO and Founder,Scout Clean Energy,For-Profit,"Boulder, CO",USA,North America,https://www.linkedin.com/in/michaelwrucker/,"40.0149856, -105.2705456",40.014986,-105.270546,Unknown,Unknown
366,Mark,Perepelitza,Mark Perepelitza,"Principal, Director of Sustainability",SERA Architects,For-Profit,"Portland, OR",USA,North America,https://www.linkedin.com/in/mark-perepelitza-93085210/,"45.5051064, -122.6750261",45.505106,-122.675026,Unknown,Unknown
367,Kathy,Mulvany,Kathy Mulvany,Head of Global Impact,ServiceNow,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/kathymulvany/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
368,Suzanne,Shelton,Suzanne Shelton,President and CEO,Shelton Group,For-Profit,"Knoxville, TN",USA,North America,https://www.linkedin.com/in/suzanneshelton/,"35.9606384, -83.9207392",35.960638,-83.920739,Unknown,Unknown
369,Cristina,Gamboa,Cristina Gamboa,CEO,World Green Building Council,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/cristina-gamboa-4a21b736/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
370,Michael,Brune,Michael Brune,Executive Director,Sierra Club,Non-Profit,"Oakland, CA",USA,North America,"https://www.sierraclub.org/about/executive-team
https://www.linkedin.com/in/michael-brune-6805421b/","37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
371,Bill,Davis,Bill Davis,Founder & Managing Director,Stance Capital ,For-Profit,"Winchester, MA",USA,North America,https://www.linkedin.com/in/bill-davis-90a7b91/,"42.452303, -71.1369959",42.452303,-71.136996,Unknown,Unknown
372,Alicia,Seiger,Alicia Seiger,"Managing Director, Sustainable Finance Initiative, Precourt Institute for Energy",Stanford (on board of Ceres),Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/aseiger/ ,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
373,Cyane,Dandridge,Cyane Dandridge,Executive Director,Strategic Energy Innovations (SEI),Non-Profit,"San Rafael, CA",USA,North America,https://www.linkedin.com/in/cyane-dandridge-6a86a0/,"37.9735346, -122.5310874",37.973535,-122.531087,Unknown,Unknown
374,Varshini,Prakash,Varshini Prakash,"Co-founder, Executive Director",Sunrise Movement,Non-Profit,"Boston, MA",USA,North America,,"42.3600825, -71.0588801",42.360082,-71.05888,Unknown,Unknown
375,Evan,Weber,Evan Weber,"Co-founder, Political Director",Sunrise Movement,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/evanlweber/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
376,Robin W.,Kimmerer,Robin W. Kimmerer,Distinguished Teaching Professor and Director of the Center for Native Peoples and the Environment,SUNY ESF,Non-Profit,"Fabius, NY",USA,North America,https://www.linkedin.com/in/robin-kimmerer-10397a11/,"42.835067, -75.9860322",42.835067,-75.986032,Unknown,Unknown
377,Chad,Nelsen,Chad Nelsen,Chief Executive Officer,Surfrider Foundation,Non-Profit,"Orange County, CA",USA,North America,https://www.linkedin.com/in/chadnelsen/#:~:targetText=Chad%20Nelsen%20%2D%20Chief%20Executive%20Officer%20%2D%20Surfrider%20Foundation%20%7C%20LinkedIn ,"33.7174708, -117.8311428",33.717471,-117.831143,Unknown,Unknown
378,Joe,Stagner,Joe Stagner,Executive Director,Sustainability and Energy Management at Stanford University,Non-Profit,"El Dorado Hills, CA",USA,North America,https://www.linkedin.com/in/joe-stagner-9519b65/,"38.6857367, -121.082167",38.685737,-121.082167,Unknown,Unknown
379,Paul,Shrivastava,Paul Shrivastava,Chief Sustainability Officer,Sustainability Institute at Penn State,Non-Profit,"State College, PA",USA,North America,https://directory.smeal.psu.edu/pxs993,"40.7933949, -77.8600012",40.793395,-77.860001,Unknown,Unknown
380,Alyssa,Harding,Alyssa Harding,Director of Member Experience,Sustainable Brands,For-Profit,"Boulder, CO",USA,North America,https://www.linkedin.com/in/alyssa-harding-env-sp-b3199494/,"40.0149856, -105.2705456",40.014986,-105.270546,Unknown,Unknown
381,Sandra,Leibowitz,Sandra Leibowitz,Founder and Owner,Sustainable Design Consulting,For-Profit,"Alexandria, VA",USA,North America,https://www.linkedin.com/in/sandra-leibowitz-6504b55/,"38.8048355, -77.0469214",38.804836,-77.046921,Unknown,Unknown
382,Emily,Shuckburgh,Emily Shuckburgh,Director,Cambridge Zero at University of Cambridge,Non-Profit,Cambridge,United Kingdom,Europe,https://www.linkedin.com/in/emily-shuckburgh-01750a4/,"52.205337, 0.121817",52.204267,0.114908,Unknown,Unknown
383,Corinne,Le Quere,Corinne Le Quere,Royal Society Research Professor,University of East Anglia,Non-Profit,Norwich,United Kingdom,Europe,https://www.linkedin.com/in/corinne-le-quere-42868914/,"52.6308859, 1.297355",52.630886,1.297355,Unknown,Unknown
384,Jim,Skea,Jim Skea,Professor of Sustainable Energy,Imperial College London,Non-Profit,London,United Kingdom,Europe,,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
385,Nathalie,Seddon,Nathalie Seddon,Professor of Biodiversity and Director of the Nature-based Solutions Initiative,Oxford University,Non-Profit,Oxford,United Kingdom,Europe,https://www.linkedin.com/in/nathalie-seddon-067b07170/,"51.7548164, -1.2543668",51.754816,-1.254367,Unknown,Unknown
386,Elena,Crete,Elena Crete,Manager,Sustainable Development Solutions Network,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/elenacrete/ ,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
387,Nick,Stern,Nick Stern,"Professor of Economics and Government, Chairman of the Grantham Research Institute on Climate Change and the Environment, Head of the India Observatory",London School of Economics,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/nick-stern-48920331/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
388,Nick,Robins,Nick Robins,Professor in Practice for Sustainable Finance,Grantham Research Institute on Climate Change,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/nick-robins-5293a715/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
389,Aniket,Shah,Aniket Shah,Senior Advisor for Sustainable Finance,Sustainable Development Solutions Network,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/aniket-shah-phd-360a3635/ ,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
390,Frank,Rukavina,Frank Rukavina,President and Senior Advisor,Sustainable Innovations Operative,For-Profit,"Denver, CO",USA,North America,https://www.linkedin.com/in/frank-rukavina/,"39.7392358, -104.990251",39.739236,-104.990251,Unknown,Unknown
391,Nancy,Vandycke,Nancy Vandycke,Program Manager,Sustainable Mobility for All,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/nancy-vandycke/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
392,Lisa,Boyd,Lisa Boyd,Senior Director of Corporate Responsibility and Sustainability,Target,For-Profit,"Minneapolis, MN",USA,North America,https://www.linkedin.com/in/lmboyd/,"44.977753, -93.2650108",44.977753,-93.265011,Unknown,Unknown
393,Kate,Raworth,Kate Raworth,Author; Senior Research Associate; Professor of Practice,Doughnut Economics; Oxford University’s Environmental Change Institute; Amsterdam University of Applied Sciences,Non-Profit,Oxford,United Kingdom,Europe,https://www.kateraworth.com/about/,"51.7548164, -1.2543668",51.754816,-1.254367,Unknown,Unknown
394,Bryant ,Terry,Bryant  Terry,Author,Ten Speed Press,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/bryant-terry-54b9033/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
395,Ioannis,Ioannou,Ioannis Ioannou,Associate Professor of Strategy and Entrepreneurship,London Business School,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/iioannoulbs/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
396,Robert,Bullard,Robert Bullard,Distinguished Professor of Urban Planning at the Barbara Jordan-Mickey Leland School of Public Affairs,Texas Southern University,Non-Profit,"Houston, TX",USA,North America,https://www.linkedin.com/in/robert-bullard-7b471733/,"29.7604267, -95.3698028",29.760427,-95.369803,Unknown,Unknown
397,Katharine,Hayhoe,Katharine Hayhoe,Professor of Endowed Political Science and Director of Climate Center,Texas Tech University,Non-Profit,"Lubbock, TX",USA,North America,https://www.linkedin.com/in/katharine-hayhoe/,"33.5778631, -101.8551665",33.577863,-101.855166,Unknown,Unknown
398,Katharine,Wilkinson,Katharine Wilkinson,Co-Founder,The All We Can Save Project,Non-Profit,"Atlanta, GA",USA,North America,https://www.linkedin.com/in/katharine-k-wilkinson/,"33.7489954, -84.3879824",33.748995,-84.387982,Unknown,Unknown
399,Zeke,Hausfather,Zeke Hausfather,Director of Climate and Energy,The Breakthrough Institute,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/zeke-hausfather-7327699/ ,#ERROR!,37.77493,-122.419416,Unknown,Unknown
400,Ellie,Cohen,Ellie Cohen,CEO,The Climate Center,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/elliecohen/,,37.77493,-122.419416,Unknown,Unknown
401,Ken,Berlin,Ken Berlin,President and CEO,The Climate Reality Project,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/kberlin/,,38.907192,-77.036871,Unknown,Unknown
402,Don,Henry,Don Henry,Enterprise Professor of Environmentalism at the Melbourne Sustainable Society Institute,University of Melbourne,Non-Profit,Melbourne,Australia,Australia/Oceania,https://msd.unimelb.edu.au/about/our-people/academic/don-henry,,-37.813628,144.963058,Unknown,Unknown
403,Larry,Selzer,Larry Selzer,President and Chief Executive Officer,The Conservation Fund,Non-Profit,"Arlington, VA",USA,North America,"https://www.conservationfund.org/our-experts/larry-selzer
https://www.linkedin.com/in/larry-selzer-b243239/ ",,38.881621,-77.090981,Unknown,Unknown
404,Dana,Perloff,Dana Perloff,"Director, Sustainability",The Esteé Lauder Companies Inc.,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/danaperloff/,,40.712775,-74.005973,Unknown,Unknown
405,Rachel,Kyte,Rachel Kyte,"Dean, Former CEO","The Fletcher School at Tufts University, Sustainable Energy for All",Non-Profit,"Medford, MA",USA,North America,https://www.linkedin.com/in/rachelkyte/,,42.41843,-71.106164,Unknown,Unknown
406,Ashley,Fahey,Ashley Fahey,Sustainability Principal,The Goodyear Tire and Rubber Company,For-Profit,"Cleveland, OH",USA,North America,https://www.linkedin.com/in/ashleyfahey/,,41.49932,-81.69436,Unknown,Unknown
407,Melissa,Lee,Melissa Lee,"Founder, Chief Executive Officer",The GREEN Program Public Benefit Corporation,Non-Profit,"Philadelphia, PA",USA,North America,https://www.linkedin.com/in/me1issalee/,,39.952584,-75.165222,Unknown,Unknown
408,Stacy,Kauk,Stacy Kauk,Director of Sustainability Fund,Shopify,For-Profit,Ontario,Canada,North America,https://www.linkedin.com/in/stacy-kauk-p-eng/,,51.253775,-85.323214,Unknown,Unknown
409,Alvaro,Sanchez,Alvaro Sanchez,Environmental Equity Director,The Greenlining Institute,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/alvarossanchez/,,37.77493,-122.419416,Unknown,Unknown
410,Mark,Tercek,Mark Tercek,"Chief Instigator, Former President and CEO","The Instigator, The Nature Conservancy",Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/marktercek/ ,,38.907192,-77.036871,Unknown,Unknown
411,Barbara,Wiseman,Barbara Wiseman,"President, International and Executive Director, United States",The Lawrence Anthony Earth Organization,Non-Profit,"Glendale, CA",USA,North America,"https://theearthorganization.org/executive-board/ 
https://www.linkedin.com/in/barbara-wiseman-6314275/ ",,34.142508,-118.255075,Unknown,Unknown
412,Jennifer,Morris,Jennifer Morris,CEO; Former President,The Nature Conservancy; Conservation International,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/jennifer-morris-934a426/ ,,38.907192,-77.036871,Unknown,Unknown
413,Peter,Davoren,Peter Davoren,President and CEO,The Turner Corp.,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/peter-davoren-ab6448181/,,40.712775,-74.005973,Unknown,Unknown
414,Elaine,Hsieh,Elaine Hsieh,Co-Founder,Third Derivative,Non-Profit,"Oakland, CA",USA,North America,https://www.linkedin.com/in/elaineishere/ ,,37.804351,-122.271164,Unknown,Unknown
415,Jed,Emerson,Jed Emerson,"Managing Director, Global Lead Impact Investing",Tiedemann Advisors,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/jedemerson/,,40.712775,-74.005973,Unknown,Unknown
416,Colleen,Vien,Colleen Vien,Sustainability Director,Timberland,For-Profit,"Beverely, MA",USA,North America,https://www.linkedin.com/in/colleen-vien/,,42.558428,-70.880049,Unknown,Unknown
417,Hynd,Bouhia,Hynd Bouhia,President and CEO,Strategica,For-Profit,Rabat,Morocco,Africa,https://www.linkedin.com/in/hynd-bouhia-phd-0289a3a3/,,33.97159,-6.849813,Unknown,Unknown
418,Brian,Bartholomeusz,Brian Bartholomeusz,Chief Executive Officer,TomKat Center for Sustainable Energy,Non-Profit,"Palo Alto, CA",USA,North America,https://www.linkedin.com/in/brianbartholomeusz/ ,,37.441883,-122.14302,Unknown,Unknown
419,Charlotte,McIntyre,Charlotte McIntyre,Senior Associate,Pinsent Masons,For-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/charlotte-mcintyre-ba99b489/?originalSubdomain=uk,,51.507351,-0.127758,Unknown,Unknown
420,Alison,Humphrey,Alison Humphrey,Director of Environmental Social Governance,TPG Capital,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/alison-humphrey-86672720/,,37.77493,-122.419416,Unknown,Unknown
421,Nicholas,Flanders,Nicholas Flanders,Chief Executive Officer and Co-Founder,Twelve,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/nicholas-flanders-378a6044/,,37.77493,-122.419416,Unknown,Unknown
422,Alexandria,Ocasio-Cortez,Alexandria Ocasio-Cortez,U.S. Representative for NY-14,U.S. Congress,Non-Profit,"Washington, D.C.",USA,North America,https://twitter.com/AOC?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,38.907192,-77.036871,Unknown,Unknown
423,Timothy ,Skone,Timothy  Skone,Senior Environmental Engineer,"U.S. Department of Energy, National Energy Technology Labratory",Non-Profit,"Irwin, PA",USA,North America,https://www.linkedin.com/in/timothy-skone-b3578479/,,40.324514,-79.701155,Unknown,Unknown
424,John,Kerry,John Kerry,Special Presidential Envoy for Climate,U.S. Department of State,Non-Profit,"Boston, MA",USA,North America,https://www.state.gov/biographies/john-kerry/,"42.3600825, -71.0588801",42.360082,-71.05888,Unknown,Unknown
425,Christian,Kroll,Christian Kroll,Founder,Ecosia,For-Profit,Berlin,Germany,Europe,https://www.linkedin.com/in/christian-kroll-b2aa06b/,"52.52000659999999, 13.404954",52.520007,13.404954,Unknown,Unknown
426,Dave,Jones,Dave Jones,"Director of Climate Risk Initiative at the Center for Law, Energy, and the Environment ",UC Berkeley,Non-Profit,"Sacramento, CA",USA,North America,https://www.linkedin.com/in/dave-jones-964171b3/ ,"38.5815719, -121.4943996",38.581572,-121.4944,Unknown,Unknown
427,Sanda,Ojiambo,Sanda Ojiambo,Executive Director of the United Nations Global Compact,United Nations,Non-Profit,Nairobi,Kenya,Africa,https://www.linkedin.com/in/sandaojiambo/ ,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
428,Daniel M.,Kammen,Daniel M. Kammen,Professor of Energy,UC Berkeley; Renewable and Appropriate Energy Lab,Non-Profit,"Berkeley, CA",USA,North America,https://www.linkedin.com/in/daniel-kammen-4217346/ ,"37.8715226, -122.273042",37.871523,-122.273042,Unknown,Unknown
429,David G.,Victor,David G. Victor,Professor of International Relations,UC San Diego,Non-Profit,"La Jolla, CA",USA,North America,https://gps.ucsd.edu/faculty-directory/david-victor.html,"32.8328112, -117.2712717",32.832811,-117.271272,Unknown,Unknown
430,Cassie,Flynn,Cassie Flynn,Strategic Advisor on Climate Change,United Nations Development Programme,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/cassieflynn/ ,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
431,Juliana,Gutiérrez,Juliana Gutiérrez,"Director, Co-Founder",Low Carbon City,Non-Profit,Medellin,Colombia,South America,https://www.linkedin.com/in/julianagutierrezr/?originalSubdomain=co https://fellows.echoinggreen.org/fellow/juliana-gutierrez/,"6.2476376, -75.56581530000001",6.247638,-75.565815,Unknown,Unknown
432,Kotchakorn,Voraakhom,Kotchakorn Voraakhom,Chairwoman of Climate Change Working Group,"International Federation of Landscape Architects, World",Non-Profit,Bangkok City,Thailand,Asia,https://www.linkedin.com/in/kotch-voraakhom/?originalSubdomain=th,"32.7991667, -96.7794444",32.799167,-96.779444,Unknown,Unknown
433,Daniel,Poneman,Daniel Poneman,Former United States Deputy Secretary of Energy,United States Department of Energy,Non-Profit,"Orange County, CA",USA,North America,https://www.linkedin.com/in/daniel-poneman-poneman-958463164/ ,"33.7174708, -117.8311428",33.717471,-117.831143,Unknown,Unknown
434,Amit,Saraogi,Amit Saraogi,Co-Founder and CEO,Oorja Development Solutions Ltd.,For-Profit,Dehli,India,Asia,https://www.linkedin.com/in/amit-saraogi-4427445/?originalSubdomain=in,"28.7040592, 77.10249019999999",28.704059,77.10249,Unknown,Unknown
435,Matt,St. Clair,Matt St. Clair,Director of Sustainability,University of California - Office of the President,Non-Profit,"Oakland, CA",USA,North America,https://www.linkedin.com/in/matt-st-clair-e-mail-6186b0/,"37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
436,David,Victor,David Victor,Professor; Center for Global Transformation Endowed Chair in Innovation and Public Policy,University of California San Diego,Non-Profit,"La Jolla, CA",USA,North America,https://gps.ucsd.edu/faculty-directory/david-victor.html,"32.8328112, -117.2712717",32.832811,-117.271272,Unknown,Unknown
437,Nathan,Hultman,Nathan Hultman,Founding Director of Center for Global Sustainability,University of Maryland,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/nathan-hultman-223647/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
438,Rosina,Bierbaum,Rosina Bierbaum,Professor of Environmental Policy and Planning Climate + Energy,University of Michigan,Non-Profit,"Ann Arbor, MI",USA,North America,https://seas.umich.edu/research/faculty/rosina-bierbaum ,"42.2808256, -83.7430378",42.280826,-83.743038,Unknown,Unknown
439,Sandrine,Dixson-Declѐve,Sandrine Dixson-Declѐve,Senior Advisor,Interel,For-Profit,Brussels,Belgium,Europe,https://www.linkedin.com/in/sandrine-dixson-decl%C3%A8ve-9074aa2/?originalSubdomain=be,"50.8503396, 4.3517103",50.85034,4.35171,Unknown,Unknown
440,Herbert,Giradet,Herbert Giradet,Executive Committee Member,Club of Rome,Non-Profit,Newport,United Kingdom,Europe,https://www.linkedin.com/in/herbert-girardet-a2853811/?originalSubdomain=uk,"41.4901024, -71.3128285",41.490102,-71.312828,Unknown,Unknown
441,Petra,Kuenkel,Petra Kuenkel,Executive Director,Collective Leadership Institute,Non-Profit,Berlin,Germany,Europe,https://www.linkedin.com/in/petra-kuenkel/,"52.52000659999999, 13.404954",52.520007,13.404954,Unknown,Unknown
442,Ndidi,Nnoli-Edozien,Ndidi Nnoli-Edozien,Chair,Circular Economy Innovation Partnership,Non-Profit,Unknown,Nigeria,Africa,https://www.linkedin.com/in/dr-ndidi-nnoli-edozien-798649141/,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
443,Ernst Ulrich Von,Weizsäcker,Ernst Ulrich Von Weizsäcker,Former Co-President,Club of Rome,Non-Profit,Emmendingen,Germany,Europe,,"48.1170918, 7.853904699999998",48.117092,7.853905,Unknown,Unknown
444,Mark,Swilling,Mark Swilling,Professor,Stellenbosch University,Non-Profit,Cape Town,South Africa,Africa,https://www.linkedin.com/in/mark-swilling-31b7426/,"-33.9248685, 18.4240553",-33.924868,18.424055,Unknown,Unknown
445,Christian,Berg,Christian Berg,University Lecturer,Kiel University,Non-Profit,Heikendorf,Germany,Europe,https://www.linkedin.com/in/prof-dr-christian-berg-38150511/?locale=en_US,"54.3793772, 10.2112541",54.379377,10.211254,Unknown,Unknown
446,Meghna,Tare,Meghna Tare,Chief Sustainability Officer,University of Texas - Arlington,Non-Profit,"Dallas, TX",USA,North America,https://www.linkedin.com/in/meghnatare/,"32.7766642, -96.79698789999999",32.776664,-96.796988,Unknown,Unknown
447,Michael,Otto,Michael Otto,Chairman of the Supervisory Board,The Otto Group,For-Profit,Hamburg,Germany,Europe,https://www.clubofrome.org/member/otto-michael/,"53.5510846, 9.9936819",53.551085,9.993682,Unknown,Unknown
448,Hiroshi,Komiyama,Hiroshi Komiyama,Chairman,Platinum Society Network,Non-Profit,Unknown,Japan,Asia,,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
449,Tim,Jackson,Tim Jackson,Professor of Sustainable Development,University of Surrey,Non-Profit,Guildford,United Kingdom,Europe,https://www.linkedin.com/in/tim-jackson-0b86311b/?originalSubdomain=uk,"51.23622, -0.570409",51.23622,-0.570409,Unknown,Unknown
450,Tarja,Halonen,Tarja Halonen,Former President of the Republic of Finland,Republic of Finland,Non-Profit,Helsinki,Finland,Europe,,"60.16985569999999, 24.9383791",60.169856,24.938379,Unknown,Unknown
451,Daniel,Schwartz,Daniel Schwartz,Director of Clean Energy Institute,University of Washington,Non-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/dt-schwartz/,"47.6062095, -122.3320708",47.60621,-122.332071,Unknown,Unknown
452,Anita,Ramasastry,Anita Ramasastry,Director of Sustainable International Development Graduate Program,University of Washington School of Law,Non-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/anita-ramasastry-84928246/,"47.6062095, -122.3320708",47.60621,-122.332071,Unknown,Unknown
453,Kevin,Kampschroer,Kevin Kampschroer,,US General Services Administration,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/kevinkampschroer/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
454,Alberto Carrillo,Pineda,Alberto Carrillo Pineda,Director of Science-Based Targets Initiative,CDP,Non-Profit,Berlin,Germany,Europe,https://www.linkedin.com/in/acarrillopineda/?originalSubdomain=de,"52.52000659999999, 13.404954",52.520007,13.404954,Unknown,Unknown
455,Mahesh,Ramanujam,Mahesh Ramanujam,President and CEO,US Green Building Council,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/mahesh-ramanujam-a95a85a/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
456,Alexis Olans,Haass,Alexis Olans Haass,Chief Sustainability Officer,Arcadis,For-Profit,Munich,Germany,Europe,https://www.linkedin.com/in/alexisolanshaass/?originalSubdomain=de,"48.1351253, 11.5819805",48.135125,11.58198,Unknown,Unknown
457,Daniele,Horton,Daniele Horton,Founder and President,Verdani Partners,For-Profit,"San Diego, CA",USA,North America,https://www.linkedin.com/in/danielehorton/,"32.715738, -117.1610838",32.715738,-117.161084,Unknown,Unknown
458,Natasha,Landell-Mills,Natasha Landell-Mills,Head of Stewardship,Sarasin & Partners,For-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/natasha-landell-mills-cfa-05115935/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
459,Minister XIE,Zhenhua,Minister XIE Zhenhua,Special Envoy on Climate Change,China,Non-Profit,Unknown,China,Asia,https://www.ccacoalition.org/en/content/minister-xie-zhenhua,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
460,Hindou Oumarou,Ibrahim,Hindou Oumarou Ibrahim,President,Association for Indigenous Women and Peoples of Chad (AFPAT),Non-Profit,Unknown,Chad,Africa,https://www.linkedin.com/in/hindou-oumarou-ibrahim-2ba22410/?originalSubdomain=td,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
461,Tessa,Khan,Tessa Khan,Director,Uplift,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/tessa-khan-a42b6a48/?originalSubdomain=uk,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
462,Allison,Wolff,Allison Wolff,CEO,Vibrant Planet,For-Profit,"Incline Village, NV",USA,North America,https://www.linkedin.com/in/allisonclairwolff/,"39.249683, -119.9526847",39.249683,-119.952685,Unknown,Unknown
463,Sunita,Narain,Sunita Narain,Director General,Center for Science and Environment,Non-Profit,Dehli,India,Asia,https://www.cseindia.org/page/sunita-narain,"28.7040592, 77.10249019999999",28.704059,77.10249,Unknown,Unknown
464,Rao,Mulpuri,Rao Mulpuri,CEO,"View, Inc.",For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/rao-mulpuri-a921b9/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
465,Kathleen,McLaughlin,Kathleen McLaughlin,Chief Sustainability Officer,Walmart,For-Profit,"Bentonville, AR",USA,North America,https://www.linkedin.com/in/kathleenforgood/,"36.3728538, -94.2088172",36.372854,-94.208817,Unknown,Unknown
466,Wu,Changhua,Wu Changhua,CEO,Beijing Future Innovation Center,Non-Profit,Beijing,China,Asia,https://www.linkedin.com/in/changhua-wu-a9495237/,"39.90419989999999, 116.4073963",39.9042,116.407396,Unknown,Unknown
467,Fernando L. ,Bertolucci,Fernando L.  Bertolucci,Chief Technology and Innovation Officer,Suzano,For-Profit,São Paulo,Brazil,South America,https://www.linkedin.com/in/fernandobertolucci/,"-23.5557714, -46.6395571",-23.555771,-46.639557,Unknown,Unknown
468,Thomas,Crowther,Thomas Crowther,Assistant Professor of Global Ecosystem Ecology,ETH Zurich,Non-Profit,Zurich,Switzerland,Europe,https://www.linkedin.com/in/crowther-thomas-ecology/,"47.3768866, 8.541694",47.376887,8.541694,Unknown,Unknown
